Id,NamePt,DescriptionPt,Image,Gi,Calories,Acidification,Carbohydrates,Ashes,Proteins,SaturedFats,MonounsaturatedFats,PolyunsaturatedFats,Cholesterol,TotalFat,DietaryFiber,Sugar,Gl,UnitOfMeasurement,IsRecipe,Icon,Keys,Type,A,Alanine,AlphaCarotene,Arginine,AsparticAcid,B1,B11,B12,B2,B3,B5,B6,B7,B9,BetaCarotene,C,Calcium,Choline,Copper,CryptoxanthinCarotene,Cystine,D,D2,D3,E,Fluoride,GlutamicAcid,Glutamine,Glycine,Histidine,Iron,Isoleucine,K,Leucine,Lycopene,Lysine,Magnesium,Manganese,Methionine,Phenylalanine,Phosphorus,Potassium,Proline,Selenium,Serine,Sodium,Threonine,Tryptophan,Tyrosine,Valine,Zinc,Description,Name
202,Brownie cremoso de castanha-do-pará,"",https://cdn.panelinha.com.br/receita/1472612400000-Brownie-cremoso-de-castanha-do-para.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","brownie, brownie de castanha, brownie com castanha, brownie cremoso",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
203,Filé de frango grelhado com páprica e erva-doce,"",https://cdn.panelinha.com.br/receita/1612811291559-FRANGO-GRELHADO.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","filé de frango frango, frango grelhado, frango grelhado com páprica, frango grelhado com páprica e erva-doce",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
204,Clotted cream,"",https://cdn.panelinha.com.br/receita/1632170181467-clotted-cream.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","clotted cream, clotted cream caseiro",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
205,Café de prensa,"",https://cdn.panelinha.com.br/receita/1544023469159-cafe%CC%81%20prensa.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","café prensado, café de prensa, café",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
206,Torta de banana,"",https://cdn.panelinha.com.br/receita/1597953473440-tortareceita.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","torta, torta de banana",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
207,Suco refrescante de melão,"",https://cdn.panelinha.com.br/receita/1445306400000-Suco-refrescante-de-melao.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","suco, suco de melão, suco refrescante",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
208,Sanduíche de atum,"",https://cdn.panelinha.com.br/receita/1570025865685-1544637932547-sandui%CC%81che%20pasta.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","sanduíche, sanduíche de atum",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
209,Mate com limão,"",https://cdn.panelinha.com.br/receita/1511900022715-mate%20receita.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","mate, mate com limão, chá mate, chá mate com limão",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
210,Bolinho de bacalhau com inhame,"",https://cdn.panelinha.com.br/receita/1478224800000-Bolinho-de-bacalhau-com-inhame.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","bolinho, bolinho de bacalhau, bolo de inhame",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
211,Caipirinha de maracujá com gengibre e folhas de mexerica,"",https://cdn.panelinha.com.br/receita/1457665200000-Caipirinha-de-maracuja-com-gengibre-e-folhas-de-mexerica.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","caipirinha, caipirinha de maracujá, suco de maracujá, caipirinha de maracujá com gengibre, suco de maracujá com gengibre",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
212,Gim tônica cítrica,"",https://cdn.panelinha.com.br/receita/1349060400000-Gim-tonica-citrica.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","gim, gim tonica, gim tonica cítrica",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
213,Crudités de legumes,"",https://cdn.panelinha.com.br/receita/1450058400000-Crudites-de-legumes.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","crudités, crudités de legumes, crudite, crudité de legume",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
214,Dip de feijão branco,"",https://cdn.panelinha.com.br/receita/1391652000000-Dip-de-feijao-branco.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","dip, dip de feijão, dip de feijão branco",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
215,Pão integral com nozes,"",https://cdn.panelinha.com.br/receita/1515091594755-pa%CC%83o%20nozes%20receita.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","pão, pão integral, pão integral com nozes, pão com nozes",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
216,Geleia de figo e vinho tinto,"",https://cdn.panelinha.com.br/receita/1432609200000-Geleia-de-figo-e-vinho-tinto.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","geleia, geleia de figo, geleia de figo e vinho, geleia com vinho",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
217,Rabanada salgada com queijo,"",https://cdn.panelinha.com.br/receita/1432609200000-Rabanada-salgada.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","rabanada, rabanada salgada, rabanada salgada com queijo, rabanada com queijo",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
218,Salada de frutas com nibs de cacau,"",https://cdn.panelinha.com.br/receita/1459998000000-Salada-de-frutas-com-nibs-de-cacau.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","salada de frutas, salada de fruta, salada de fruta com chocolate, salada de frutas com chocolate, salada de frutas com cacau, salada de frutas com nibs de cacau",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
219,Cocada de forno,"",https://cdn.panelinha.com.br/receita/1554380728519-IMG_9235-2.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","cocada, cocada de forno",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
220,Feijão-carioca com cominho,"",https://cdn.panelinha.com.br/receita/1489425336617-301213.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","feijão, feijão carioca, feijão carioca com cominho",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
221,Carne com batata e cenoura na panela de pressão,"",https://cdn.panelinha.com.br/receita/1636135550572-carne-com-batata-pressao.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","carne, carne com batata, carne com batata e cenoura, carne com batata e cenoura na panela de pressão, carne de panela, carne na panela de pressão",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
222,Pizza de muçarela,"",https://cdn.panelinha.com.br/receita/1443495600000-Pizza-de-mucarela-caseira.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","pizza, pizza de mozarela, pizza de muçarela, pizza de mozzarella, pizza muçarela, pizza mozzarella, pizza mozarela, pizza de queijo muçarela, pizza caseira, pizza caseira de mozarela, pizza caseira de muçarela, pizza caseira de mozzarella",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
223,Musse de chocolate,"",https://cdn.panelinha.com.br/receita/1427252400000-Musse-de-chocolate-levissima.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","mousse, mousse de chocolate, mousse de chocolate levissima, musse de chocolate, musse",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
224,Salada de cebola com pepino e molho de coentro,"",https://cdn.panelinha.com.br/receita/1473649200000-Salada-de-cebola-com-pepino-e-molho-de-coentro.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","salada, salada de cebola, salada de cebolas, salada de cebola com pepino, salada de cebola com pepinos, salada de cebola com pepino e molho de coentro, salada de cebola com pepinos e molho de coentro, salada de cebolas com pepino, salada de cebolas com pepinos, salada de cebolas com pepino e molho de coentro, salada de cebolas com pepinos e molho de coentro",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
225,Gratinado de batata com frango,"",https://cdn.panelinha.com.br/receita/1448503200000-Gratinado-de-batata-com-frango.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","gratinado, gratinado de batata, gratinado de batata com frango",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
226,Massa caseira com semolina,"",https://cdn.panelinha.com.br/receita/1623786205817-massa-caseira.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","massa caseira, massa caseira com semolina, massa com semolina, massa com sêmola, massa caseira com sêmola",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
227,Macarrão com legumes assados,"",https://cdn.panelinha.com.br/receita/1624481906297-macarra%CC%83o-legumes.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","macarrão, macarrão com legumes, macarrão com legumes assados, massa com legumes, massa com legumes assados",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
228,Sopa de feijão com macarrão,"",https://cdn.panelinha.com.br/receita/1616683531341-sopa-de-feija%CC%83o-com-macarra%CC%83o.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","sopa de feijão, sopa de feijão com macarrão, sopa de feijão e macarrão",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
229,Farofa de milho com cenoura e bacon,"",https://cdn.panelinha.com.br/receita/1639142039327-farofa.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","farofa, farofa de milho, farofa de milho com cenoura, farofa de milho com cenoura e bacon, farofa de milho com bacon, farofa com cenoura, farofa com bacon",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
230,Cuscuz nordestino,"",https://s2.glbimg.com/0BsLY23sXDUg6wyeawk3Ur39CW0=/0x0:1920x1080/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2019/H/m/TB0qseRj2xqTSntdQRPQ/cuscuz.jpg,0,113.45948,0,25.281416,0.7456667,2.15625,0.2,0.2,0.3,0,0.67966664,2.0533333,0,0,0,f,/images/food/corn-flour.svg,"cuscuz, cuscuz nordestino",5,0,0,0,0,0,0,0,0,0,0,0,0.06333333,0,0,0,0,1.5406667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17333333,0,0,0,0,0,2.718,0.023,0,0,23.182667,10.853666,0,0,0,247.666,0,0,0,0,0.202,"",""
231,Cuscuz à paulista,"",https://t2.rg.ltmcdn.com/pt/images/8/8/0/img_cuscuz_a_paulista_88_600.jpg,0,142.123,0,22.513666,1.343,2.5583334,1.8,1.8,0.8,15.048667,4.6483335,2.4326668,0,0,0,f,/images/food/corn-flour.svg,"cuscuz à paulista, cuscuz paulista, cuscuz a paulista",5,0,0,0,0,0,0,0,0,0,0.93333334,0,0,0,0,0,0,14.161333,0,0.049,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,5.096,0.06266667,0,0,25.952333,52.932667,0,0,0,235.70967,0,0,0,0,0.21,"",""
232,Feijão tropeiro mineiro,"",https://www.comidaereceitas.com.br/wp-content/uploads/2021/02/feijao_tropeiro_mineiro-780x426.jpg,0,151.56186,0,19.581833,1.789,10.170834,2.16,2.8666666,1.5266666,67.87933,6.7906666,3.5733333,0,0,0,f,/images/food/bean.svg,"feijão tropeiro mineiro, feijão tropeiro, feijão mineiro, feijão com tropeiro com torresmo, feijão tropeiro com couve",5,8.77,0,0,0,0,0,0,0,0,1.4366666,0,0,0,0,0,0,41.195667,0,0.217,0,0,0,0,0,0,0,0,0,0,0,2.1623333,0,0,0,0,0,36.105335,0.38166666,0,0,199.255,348.92932,0,0,0,365.07434,0,0,0,0,1.4463333,"",""
233,Feijoada,"",https://cdn.panelinha.com.br/receita/1588270905274-39_Panelinha_12_02_200635.jpg,0,116.93346,0,11.641833,1.4086666,8.670834,1.9233333,2.5866666,1.5833334,21.963333,6.4773335,5.09,0,0,0,f,/images/food/bean.svg,"feijoada, feijoada completa",5,0,0,0,0,0,0.07666667,0,0,0.03,0.93,0,0,0,0,0,0,32.381668,0,0.15366666,0,0,0,0,0,0,0,0,0,0,0,1.347,0,0,0,0,0,31.849667,0.24333334,0,0,105.46233,303.493,0,0,0,278.22034,0,0,0,0,0.83166665,"",""
234,Quibebe,"Quibebe é um prato de origem africana, típico da culinária brasileira. É um purê de abóbora que acompanha, geralmente, carne, frango ou peixe.",https://cdn.panelinha.com.br/receita/1555347218472-CP-2019-29-01_6544.jpg,0,86.34923,0,6.6440835,1.0216666,8.55625,1.0423334,1.1053333,0.24,0,2.672,1.6666666,0,0,0,f,/images/food/mashed-potato.png,"quibebe, purê de abóbora, quibebe de abóbora, quibebe de mandioca",5,0,0,0,0,0,0,0,0,0.03,0,0,0.036666665,0,0,0,0,7.6846666,0,0.606,0,0,0,0,0,0,0,0,0,0,0,0.7783333,0,0,0,0,0,10.395,0.053333335,0,0,42.525,152.81267,0,0,0,246.614,0,0,0,0,1.6366667,"",""
235,Sarapatel,"",https://t1.rg.ltmcdn.com/pt/images/1/0/9/sarapatel_nordestino_2901_orig.jpg,0,122.98186,0,1.0940833,1.0616666,18.472918,1.393,1.106,0.718,315.35733,4.42,0,0,0,0,f,/images/food/nabe.png,"sarapatel, sarapatel nordestino, sarapatel tradicional",5,1463.6666,0,0,0,0,0,0,0,0.11,3.8366666,0,0,0,0,0,0,12.234333,0,1.4833333,0,0,0,0,0,0,0,0,0,0,0,7.1763334,0,0,0,0,0,12.797,0.10366666,0,0,163.502,198.757,0,0,0,215.62267,0,0,0,0,1.7703333,"",""
236,Tacacá,"",https://t1.rg.ltmcdn.com/pt/images/5/1/9/img_tacaca_paraense_2915_orig.jpg,0,46.889175,0,3.39,4.099,6.9583335,0.17566666,0.12833333,0,70.562,0.35966668,0.21333334,0,0,0,f,/images/food/soup.svg,"tacacá, tacacá paraense, tacacá do norte, tacacá do pará",5,0,0,0,0,0,0.046666667,0,0,0,0,0,0,0,0,0,0,44.81867,0,0.219,0,0,0,0,0,0,0,0,0,0,0,0.9493333,0,0,0,0,0,29.899,0.11533333,0,0,89.168,240.18333,0,0,0,1349.0626,0,0,0,0,0.794,"",""
237,Caldo de tucupi,"",https://t2.rg.ltmcdn.com/pt/images/7/1/7/caldo_de_tucupi_2717_600.jpg,0,347.82657,0,63.59175,0.508,0.08958333,6.0453334,2.963,0.18766667,31.190332,10.908334,0,0,0,0,f,/images/food/yellow-sauce.png,"caldo de tucupi, tucupi, tucupi de mandioca",5,75.26667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.025333,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,3.218,0.06,0,0,8.427,19.305,0,0,0,157.52434,0,0,0,0,0.038,"",""
238,Arroz com figo seco e especiarias,"",https://cdn.panelinha.com.br/receita/1608244418784-arroz%20com%20figo%20e%20cebola%20blog.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","arroz com figo, arroz com figo seco, arroz com figo seco e especiarias",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
239,Salada de feijão branco com salsão,"",https://cdn.panelinha.com.br/receita/1636125267265-branco-salsao-limao.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","salada de feijão, salada de feijão branco, salada de feijão branco com salsão",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
240,Bisteca grelhada,"",https://cdn.panelinha.com.br/receita/1468206000000-Bisteca-grelhada.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
241,Homus com cordeiro,"",https://cdn.panelinha.com.br/receita/1632776457017-homus.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","humus com cordeiro, homus com cordeiro",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
242,Homus,"",https://static.clubedaanamariabraga.com.br/wp-content/uploads/2019/03/homus-1024x768.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","homus, hômus, humus, pasta de grão de bico",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
243,Pasta de alho,"",https://static.clubedaanamariabraga.com.br/wp-content/uploads/2019/08/pasta-de-alho-caseira.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"",pasta de alho,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
244,Frango na panela de pressão,"",https://www.receiteria.com.br/wp-content/uploads/frango-facil-naa-de-pressao.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,"","frango na panela, frango na panela de pressão, molho de frango, molho de frango com tomate",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
245,Feijão carioca cozido,"",https://www.sabornamesa.com.br/media/k2/items/cache/e63eba4a60c5a7383338249762b2606c_XL.jpg,0,76.42409,0,13.591033,0.741,4.775,0.1,0.1,0.3,0,0.5423333,8.510333,0,0,0,f,/images/food/bean.svg,"feijão-carioca, feijão carioca, feijão carioca cozido, feijão-carioca cozido",5,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,26.594667,0,0.18833333,0,0,0,0,0,0,0,0,0,0,0,1.289,0,0,0,0,0,42.33967,0.28433332,0,0,86.85433,254.61667,0,0,0,1.759,0,0,0,0,0.7,"",""
246,Feijão carioca cru,"",https://http2.mlstatic.com/D_NQ_NP_832877-MLB40140053658_122019-O.jpg,0,329.02673,0,61.22145,3.5433333,19.981884,0.2,0.1,0.9,0,1.2566667,18.42,0,0,0,f,/images/food/bean.svg,"farinha de feijão-carioca, farinha de feijão carioca, feijão carioca moído, feijão-carioca moído, feijão carioca cru, feijão-carioca cru",5,0,0,0,0,0,0.16666667,0,0,0,4.0233335,0,0.65,0,0,0,0,122.57,0,0.79,0,0,0,0,0,0,0,0,0,0,0,7.9866667,0,0,0,0,0,209.94667,1.02,0,0,385.37668,1352.4567,0,0,0,0,0,0,0,0,2.9033334,"",""
247,Feijão fradinho cozido,"",https://www.marolacomcarambola.com.br/wp-content/uploads/2019/04/receita-de-feijao-fradinho-com-calabresa-2.jpg,0,78.008896,0,13.499583,0.75333333,5.09375,0.2,0.1,0.3,0,0.644,7.472,0,0,0,f,/images/food/bean.svg,"feijão-fradinho, feijão fradinho, feijão fradinho cozido, feijão-fradinho cozido",5,0,0,0,0,0,0.123333335,0,0,0,0,0,0,0,0,0,0,17.453333,0,0.10266667,0,0,0,0,0,0,0,0,0,0,0,1.0596666,0,0,0,0,0,38.118332,0.53,0,0,84.59267,252.97633,0,0,0,0.982,0,0,0,0,1.1153333,"",""
248,Feijão fradinho cru,"",https://emporioquatroestrelas.vteximg.com.br/arquivos/ids/158084-1000-1000/Feijao-Fradinho-500g.png?v=636930890740770000,0,339.16476,0,61.24,3.49,20.208334,0.7,0.2,0.9,0,2.365,23.593334,0,0,0,f,/images/food/bean.svg,"farinha de feijão-fradinho, farinha de feijão fradinho, feijão fradinho moído, feijão-fradinho moído, feijão fradinho cru, feijão-fradinho cru",5,0,0,0,0,0,0.13666667,0,0,0.03,0,0,0.26,0,0,0,0,77.523,0,0.6986667,0,0,0,0,0,0,0,0,0,0,0,5.128667,0,0,0,0,0,178.39067,1.428,0,0,354.515,1082.7433,0,0,0,10.313666,0,0,0,0,3.8826666,"",""
249,Feijão jalo cozido,"",https://i1.wp.com/files.agro20.com.br/uploads/2019/10/Feij%C3%A3o-jalo-1.jpg?fit=1024%2C682&ssl=1,0,92.73992,0,16.49525,1.0066667,6.14375,0.1,0.1,0.3,0,0.512,13.866,0,0,0,f,/images/food/bean.svg,"feijão-jalo, feijão jalo, feijão jalo cozido, feijão-jalo cozido",5,0,0,0,0,0,0.12666667,0,0,0,0,0,0.04,0,0,0,0,29.400667,0,0.23633334,0,0,0,0,0,0,0,0,0,0,0,1.921,0,0,0,0,0,44.104,0.32033333,0,0,121.00833,347.72067,0,0,0,0.52033335,0,0,0,0,1.014,"",""
250,Feijão jalo cru,"",http://d3ugyf2ht6aenh.cloudfront.net/stores/818/927/products/feijao-jalo1-09b93785daa32ae71415326974364620-640-0.jpeg,0,327.90527,0,61.479168,3.9366667,20.104166,0.3,0.2,0.6,0,0.94666666,30.32,0,0,0,f,/images/food/bean.svg,"farinha de feijão-jalo, farinha de feijão jalo, feijão jalo moído, feijão-jalo moído, feijão jalo cru, feijão-jalo cru",5,0,0,0,0,0,0.1,0,0,0,0,0,0.123333335,0,0,0,0,97.97,0,0.951,0,0,0,0,0,0,0,0,0,0,0,7.0276666,0,0,0,0,0,169.903,0.991,0,0,427.189,1275.9513,0,0,0,24.580334,0,0,0,0,3.006,"",""
251,Feijão preto cozido,"",https://images.aws.nestle.recipes/resized/a50c044300b75df1169dd0f8e885bad4_feijao-preto-bem-temperado-receitas-nestle_1200_600.jpg,29,77.02727,0,14.005167,0.762,4.4791665,0.1,0.1,0.3,0,0.53566664,8.402333,0,0,0,f,/images/food/bean.svg,"feijão, feijoada, feijão-preto, feijão preto, feijão preto cozido, feijão-preto cozido",5,0,0,0,0,0,0.06,0,0,0,0,0,0.03,0,0,0,0,29.004333,0,0.19766666,0,0,0,0,0,0,0,0,0,0,0,1.4656667,0,0,0,0,0,40.371334,0.36533332,0,0,88.03067,256.37332,0,0,0,1.854,0,0,0,0,0.721,"",""
252,Feijão preto cru,"",https://minhasaude.proteste.org.br//wp-content/uploads/2020/07/escolher-o-feijao-preto-970x472.jpg,29,323.5657,0,58.752464,3.7866666,21.344202,0.2,0.1,0.8,0,1.24,21.833334,0,0,0,f,/images/food/bean.svg,"feijão cru, feijão-preto cru, farinha de feijão, farinha de feijão-preto, farelo de feijão, farelo de feijão-preto, feijão moído, feijão moído-preto",5,0,0,0,0,0,0.11666667,0,0,0,4.6,0,0.59,0,0,0,0,110.903336,0,0.82666665,0,0,0,0,0,0,0,0,0,0,0,6.463333,0,0,0,0,0,188.10667,1.316,0,0,471.15668,1415.68,0,0,0,0,0,0,0,0,2.8533332,"",""
